Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,1618.53,наличный,Могилев,Приорбанк-UJLE-119,22-02-2009,11:53:51,успешно,нет,0.0
юр. лицо,получение средств,475.02,наличный,Витебск,Беларусбанк-BYHE-155,18-08-2013,08:35:38,успешно,нет,0.0
физ. лицо,получение средств,2438.16,наличный,Гродно,БелАгропромбанк-VBFV-444,01-05-2023,12:58:00,успешно,нет,0.0
физ. лицо,списание средств,2319.01,безналичный,Могилев,Белинвестбанк-EYRS-184,28-12-2016,09:43:58,неправильный ввод пин-кода,да,155.51
юр. лицо,получение средств,837.38,безналичный,Могилев,Приорбанк-QWRU-235,07-03-2010,08:10:40,успешно,нет,0.0
физ. лицо,получение средств,2042.86,наличный,Гродно,Приорбанк-SJJU-517,24-05-2023,06:12:17,успешно,нет,0.0
физ. лицо,получение средств,1911.22,наличный,Гродно,Беларусбанк-FAVF-698,14-04-2007,00:06:28,успешно,нет,0.0
юр. лицо,получение средств,4746.06,безналичный,Могилев,БелАгропромбанк-WYVQ-817,11-08-2004,11:45:36,успешно,нет,0.0
юр. лицо,списание средств,1040.6,наличный,Брест,МаксБанк-VDEC-062,10-09-2023,17:33:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2550.09,безналичный,Брест,БелАгропромбанк-MLKJ-358,30-10-2019,19:13:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3615.59,безналичный,Гродно,БелАгропромбанк-HLUE-987,01-11-2019,13:23:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4413.33,безналичный,Гомель,МаксБанк-WUJE-196,29-10-2002,11:16:08,неправильный ввод пин-кода,да,52.24
физ. лицо,получение средств,2770.67,безналичный,Минск,БелАгропромбанк-HTZT-483,09-06-2010,21:12:45,успешно,нет,0.0
юр. лицо,списание средств,3094.29,безналичный,Могилев,Белинвестбанк-QTLD-495,17-11-2006,02:22:33,успешно,да,105.36
физ. лицо,получение средств,3276.57,безналичный,Витебск,МаксБанк-OUWA-394,03-03-2011,22:29:36,успешно,нет,0.0
физ. лицо,списание средств,4520.94,безналичный,Брест,МаксБанк-QFVS-156,14-07-2019,04:02:50,недостаточно средств,нет,0.0
юр. лицо,получение средств,4179.87,наличный,Гродно,МаксБанк-EPKP-410,27-05-2002,11:02:06,успешно,нет,0.0
юр. лицо,получение средств,1798.46,наличный,Могилев,МаксБанк-NKCV-546,02-07-2002,20:17:30,успешно,нет,0.0
юр. лицо,получение средств,4809.68,безналичный,Витебск,БелАгропромбанк-VGSJ-638,23-04-2019,22:54:11,успешно,нет,0.0
юр. лицо,списание средств,3874.18,безналичный,Гомель,БелАгропромбанк-HCNN-778,05-01-2005,13:59:15,недостаточно средств,нет,0.0
физ. лицо,списание средств,2399.01,наличный,Брест,Белинвестбанк-SZWC-617,02-04-2000,19:41:34,недостаточно средств,нет,0.0
физ. лицо,списание средств,3294.23,безналичный,Брест,Беларусбанк-GGYS-419,05-03-2011,11:47:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2988.09,безналичный,Могилев,Приорбанк-JWVD-254,16-12-2017,02:30:12,успешно,нет,0.0
физ. лицо,списание средств,2251.96,наличный,Витебск,Беларусбанк-HASG-077,21-05-2019,02:46:45,неправильный ввод пин-кода,да,146.43
юр. лицо,списание средств,3619.97,наличный,Брест,БелАгропромбанк-UQPW-323,17-10-2011,02:00:45,успешно,да,157.46
физ. лицо,списание средств,3608.86,наличный,Брест,Приорбанк-IHZB-606,05-09-2013,08:31:51,недостаточно средств,да,226.32
юр. лицо,списание средств,633.65,наличный,Гомель,БелАгропромбанк-MMWE-989,03-09-2019,14:36:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3574.28,наличный,Гомель,Приорбанк-ZUJJ-467,24-03-2021,02:30:56,недостаточно средств,да,122.37
юр. лицо,получение средств,4656.32,наличный,Минск,БелАгропромбанк-PJHS-950,14-02-2015,16:57:42,успешно,нет,0.0
физ. лицо,списание средств,2603.22,наличный,Гомель,БелАгропромбанк-JEVT-075,05-01-2012,14:57:29,недостаточно средств,да,118.43
физ. лицо,списание средств,1973.54,безналичный,Минск,Беларусбанк-AMCI-080,02-12-2012,17:28:17,недостаточно средств,да,45.59
юр. лицо,списание средств,1453.65,безналичный,Минск,Белинвестбанк-ZSDQ-561,24-09-2016,14:17:37,успешно,нет,0.0
физ. лицо,получение средств,1347.37,наличный,Минск,Приорбанк-VRXM-108,01-12-2004,19:57:26,успешно,нет,0.0
юр. лицо,списание средств,1442.56,безналичный,Гродно,БелАгропромбанк-ZZYA-560,24-01-2008,05:09:10,неправильный ввод пин-кода,да,99.38
юр. лицо,списание средств,4233.84,наличный,Гомель,Беларусбанк-XWQB-890,24-12-2023,15:37:13,неправильный ввод пин-кода,да,295.24
физ. лицо,получение средств,4389.49,безналичный,Гродно,МаксБанк-NNBI-790,13-11-2022,21:31:45,успешно,нет,0.0
юр. лицо,получение средств,2847.48,безналичный,Витебск,БелАгропромбанк-BNUE-633,11-07-2007,02:12:58,успешно,нет,0.0
юр. лицо,получение средств,4208.47,безналичный,Брест,Белинвестбанк-ZKVM-309,23-03-2014,19:33:54,успешно,нет,0.0
юр. лицо,списание средств,4593.16,наличный,Могилев,Приорбанк-YVFX-205,28-05-2013,22:05:09,успешно,нет,0.0
юр. лицо,списание средств,190.06,наличный,Могилев,БелАгропромбанк-WDRD-822,08-08-2002,22:39:16,неправильный ввод пин-кода,да,5.65
юр. лицо,списание средств,1490.72,наличный,Могилев,МаксБанк-HYWH-166,02-12-2023,14:18:52,недостаточно средств,нет,0.0
физ. лицо,получение средств,4514.51,наличный,Минск,Беларусбанк-DLCB-323,05-02-2020,05:49:38,успешно,нет,0.0
юр. лицо,получение средств,947.04,безналичный,Гомель,Белинвестбанк-WKHM-729,25-12-2018,23:27:00,успешно,нет,0.0
физ. лицо,получение средств,2190.37,безналичный,Гомель,БелАгропромбанк-FSKN-325,30-06-2023,06:22:37,успешно,нет,0.0
